step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
8,CASH_IN,93556.42,C818269706,478572.07,572128.49,C1509170127,126709.67,370926.97,0,0
8,CASH_IN,265966.53,C429867459,572128.49,838095.02,C1058634310,1820131.78,3071176.4,0,0
8,CASH_IN,75988.42,C668187173,838095.02,914083.45,C1145835418,1312573.24,1236584.82,0,0
8,CASH_IN,92539.91,C1007076085,914083.45,1006623.36,C712956349,935508.48,1586820.55,0,0
8,CASH_IN,349883.85,C581824225,1006623.36,1356507.21,C1315729466,1258036.35,803908.4,0,0
8,CASH_IN,69871.8,C1105142318,1356507.21,1426379.01,C634210724,98172.83,250004.89,0,0
8,CASH_IN,323296.6,C2070391458,1426379.01,1749675.61,C758888772,394222.45,956858.04,0,0
8,CASH_IN,309981.9,C1904008785,1749675.61,2059657.51,C62593131,517995.03,208013.13,0,0
8,CASH_IN,98620.55,C1022094457,2059657.51,2158278.05,C483370168,208186.65,0.0,0,0
8,CASH_IN,9747.59,C69040024,2158278.05,2168025.64,C1882615733,60330.0,23871.92,0,0
8,CASH_IN,229196.48,C1114242819,2168025.64,2397222.12,C1231540556,381666.86,83585.1,0,0
8,CASH_IN,159755.61,C1433415497,2397222.12,2556977.73,C1103621993,341288.1,129998.25,0,0
8,CASH_IN,39629.19,C916167098,2556977.73,2596606.93,C1651432416,1742974.88,3810758.95,0,0
8,CASH_IN,141811.33,C1507170630,2596606.93,2738418.25,C746359178,742685.98,1793011.1,0,0
8,CASH_IN,632085.47,C1414128792,2738418.25,3370503.73,C264685626,1736548.55,0.0,0,0
8,CASH_IN,150605.27,C1540927,3370503.73,3521109.0,C75629578,1075492.86,707849.71,0,0
8,CASH_IN,53634.28,C1781243086,3521109.0,3574743.28,C464246030,352529.81,0.0,0,0
8,CASH_IN,37879.18,C532752228,3574743.28,3612622.46,C2040603986,1111037.65,1930179.38,0,0
8,CASH_IN,145501.48,C79133984,3612622.46,3758123.94,C2013342140,401496.05,363158.84,0,0
8,CASH_IN,166262.48,C939858162,3758123.94,3924386.42,C59215997,328305.92,1359980.45,0,0
8,CASH_IN,244008.54,C251543248,3924386.42,4168394.96,C1506782127,251167.93,106777.17,0,0
8,CASH_IN,11621.57,C412271212,4168394.96,4180016.53,C341552838,266877.06,1916366.83,0,0
8,CASH_IN,171495.41,C670298659,4180016.53,4351511.95,C24404443,397218.45,2045840.62,0,0
8,CASH_IN,236321.23,C924953767,4351511.95,4587833.17,C1757877803,1892038.01,2325850.99,0,0
8,CASH_IN,316977.48,C1221987373,4587833.17,4904810.65,C404279307,652489.93,157758.06,0,0
8,CASH_IN,504.6,C1180247801,4904810.65,4905315.25,C1453382929,172674.24,126859.14,0,0
8,CASH_IN,149138.36,C2114168571,4905315.25,5054453.61,C1671386208,3172227.31,6214174.81,0,0
8,CASH_IN,115654.6,C1157462280,5054453.61,5170108.21,C1751073738,1679762.3,8875838.69,0,0
8,CASH_IN,247302.3,C1018344158,5170108.21,5417410.5,C420561530,997160.88,366505.7,0,0
8,CASH_IN,177842.58,C861091167,5417410.5,5595253.09,C830831744,2200034.24,2838892.83,0,0
8,CASH_IN,391051.47,C1342466480,5595253.09,5986304.55,C1030706332,4018826.37,3036551.46,0,0
8,CASH_IN,69998.42,C2132705153,5986304.55,6056302.98,C520876240,90518.93,0.0,0,0
8,TRANSFER,500301.57,C1452476158,368.0,0.0,C1493448513,0.0,1075149.48,0,0
8,CASH_IN,150461.06,C2084583614,6033.0,156494.06,C1347342392,290609.63,111366.93,0,0
8,PAYMENT,16434.28,C268081007,19907.0,3472.72,M51647334,0.0,0.0,0,0
8,PAYMENT,20751.54,C1300123916,3472.72,0.0,M814093781,0.0,0.0,0,0
8,PAYMENT,9257.34,C1805434181,0.0,0.0,M1211112563,0.0,0.0,0,0
8,PAYMENT,6561.9,C2004472392,0.0,0.0,M2001820111,0.0,0.0,0,0
8,PAYMENT,18046.33,C2041160949,0.0,0.0,M833813559,0.0,0.0,0,0
8,PAYMENT,19375.84,C140547035,0.0,0.0,M1971469369,0.0,0.0,0,0
8,PAYMENT,5386.05,C1094230128,0.0,0.0,M1733144356,0.0,0.0,0,0
8,PAYMENT,16594.43,C1799292509,0.0,0.0,M263757047,0.0,0.0,0,0
8,PAYMENT,5793.14,C193435216,0.0,0.0,M20528267,0.0,0.0,0,0
8,PAYMENT,17462.38,C312991519,0.0,0.0,M1504949912,0.0,0.0,0,0
8,PAYMENT,9948.87,C1848741608,25215.0,15266.13,M639908545,0.0,0.0,0,0
8,PAYMENT,1192.18,C181884477,15266.13,14073.95,M1318332041,0.0,0.0,0,0
8,PAYMENT,5810.48,C741386109,24542.0,18731.52,M725971464,0.0,0.0,0,0
8,PAYMENT,11033.9,C462663651,6831.0,0.0,M1960604278,0.0,0.0,0,0
8,CASH_OUT,207805.32,C1576941791,51243.0,0.0,C1189861498,218696.72,922482.19,0,0
8,PAYMENT,7239.7,C1563153498,10638.0,3398.3,M1539409067,0.0,0.0,0,0
8,PAYMENT,1402.12,C1276707431,3398.3,1996.17,M1619911675,0.0,0.0,0,0
8,CASH_IN,179963.87,C1661428404,29089.0,209052.87,C228669487,102.0,76706.37,0,0
8,CASH_OUT,8744.96,C884233891,209052.87,200307.92,C1970362900,163074.46,1296.45,0,0
8,PAYMENT,3163.59,C817520744,59027.0,55863.41,M1059573695,0.0,0.0,0,0
8,CASH_OUT,40007.38,C1735202861,172169.64,132162.26,C1683963531,21261.9,0.0,0,0
8,PAYMENT,5303.12,C1912232749,132162.26,126859.14,M312532058,0.0,0.0,0,0
8,CASH_IN,99909.52,C335262598,83650.0,183559.52,C839288013,2611.81,0.0,0,0
8,CASH_OUT,268265.52,C475557284,316.0,0.0,C1988852187,0.0,2232864.41,0,0
8,PAYMENT,6068.81,C1062764081,0.0,0.0,M722352012,0.0,0.0,0,0
8,PAYMENT,28973.41,C1705498344,0.0,0.0,M978170549,0.0,0.0,0,0
8,CASH_OUT,237904.63,C1176037947,309390.98,71486.36,C250593727,3947.65,0.0,0,0
8,PAYMENT,4527.58,C485496611,71486.36,66958.78,M1195082435,0.0,0.0,0,0
8,PAYMENT,5970.78,C280250507,6657.0,686.22,M301740436,0.0,0.0,0,0
8,PAYMENT,1025.33,C229209479,686.22,0.0,M371180395,0.0,0.0,0,0
8,PAYMENT,13204.63,C610087219,0.0,0.0,M1423824061,0.0,0.0,0,0
8,PAYMENT,7992.2,C312379116,95085.0,87092.8,M2062682959,0.0,0.0,0,0
8,PAYMENT,8804.22,C938174859,87092.8,78288.57,M229190647,0.0,0.0,0,0
8,CASH_OUT,384938.04,C1801872712,16809.0,0.0,C305793941,39752.78,1276315.24,0,0
8,PAYMENT,653.71,C27570968,237515.0,236861.29,M1836000662,0.0,0.0,0,0
8,CASH_OUT,41242.0,C702369119,16230.0,0.0,C769342184,16587619.92,16681340.95,0,0
8,CASH_OUT,17408.88,C1909006601,525618.32,508209.44,C345262715,42898.0,0.0,0,0
8,PAYMENT,29551.62,C1439785051,508209.44,478657.82,M1099349218,0.0,0.0,0,0
8,PAYMENT,5137.87,C49460792,70701.0,65563.13,M973803014,0.0,0.0,0,0
8,CASH_IN,175165.08,C1678144164,1182.0,176347.08,C501254005,0.0,0.0,0,0
8,PAYMENT,8729.5,C269726570,601065.08,592335.58,M122127398,0.0,0.0,0,0
8,PAYMENT,13946.67,C1709097462,592335.58,578388.9,M840572091,0.0,0.0,0,0
8,CASH_OUT,138596.36,C1059021169,3143.0,0.0,C1664330755,149884.4,80919.02,0,0
8,PAYMENT,9487.61,C71480320,11344.0,1856.39,M394269711,0.0,0.0,0,0
8,PAYMENT,3050.52,C1964846464,10720.0,7669.48,M835575483,0.0,0.0,0,0
8,CASH_IN,81165.97,C540974646,145.0,81310.97,C726752092,42480.0,646953.51,0,0
8,TRANSFER,1645104.9,C923387474,81310.97,0.0,C1060041730,11596187.25,16532032.16,0,0
8,PAYMENT,4097.6,C736398366,1276997.56,1272899.96,M1946400735,0.0,0.0,0,0
8,PAYMENT,9210.43,C546850887,1272899.96,1263689.54,M1499083088,0.0,0.0,0,0
8,PAYMENT,7544.27,C1456587289,75261.6,67717.33,M1065695827,0.0,0.0,0,0
8,PAYMENT,11709.05,C1564313492,67717.33,56008.28,M1432747474,0.0,0.0,0,0
8,PAYMENT,10151.23,C226245741,49964.0,39812.77,M465426483,0.0,0.0,0,0
8,TRANSFER,830936.97,C713948663,529.0,0.0,C1976064650,32372.0,0.0,0,0
8,PAYMENT,6561.86,C1350311449,11157.0,4595.14,M1016061743,0.0,0.0,0,0
8,TRANSFER,2047122.53,C1225188557,352679.63,0.0,C1973561066,8268.96,2701301.94,0,0
8,PAYMENT,20303.6,C203545183,0.0,0.0,M1008570644,0.0,0.0,0,0
8,PAYMENT,1100.91,C2116634399,6083.0,4982.09,M16245915,0.0,0.0,0,0
8,PAYMENT,9924.42,C42345976,275.0,0.0,M1388544397,0.0,0.0,0,0
8,CASH_IN,213022.21,C1726362997,49963.0,262985.21,C897697267,0.0,442405.44,0,0
8,CASH_OUT,341720.06,C1493878286,37159.0,0.0,C453984087,129725.0,548359.45,0,0
8,PAYMENT,261.16,C1787859250,594529.17,594268.01,M613526020,0.0,0.0,0,0
8,PAYMENT,5657.01,C1930133118,594268.01,588611.0,M2092887207,0.0,0.0,0,0
8,PAYMENT,10133.16,C315226883,0.0,0.0,M1000452820,0.0,0.0,0,0
8,CASH_OUT,8132.44,C334615376,0.0,0.0,C1892922524,2594441.67,2775439.16,0,0
8,CASH_IN,74963.21,C413261405,103760.0,178723.21,C834079530,0.0,60522.1,0,0
8,CASH_IN,25512.11,C1173176233,29765.0,55277.11,C837325981,66540.0,0.0,0,0
8,CASH_OUT,377048.03,C1936458450,55277.11,0.0,C703957828,1111298.22,4327929.06,0,0
8,CASH_OUT,209493.96,C1855599804,0.0,0.0,C1218365329,1178474.72,1347353.23,0,0
8,CASH_IN,181527.16,C2019511300,16916.0,198443.16,C1735099891,0.0,0.0,0,0
8,PAYMENT,13430.06,C1424172241,2046862.17,2033432.11,M1200281101,0.0,0.0,0,0
8,PAYMENT,8565.79,C2022319508,2033432.11,2024866.32,M2050451949,0.0,0.0,0,0
8,CASH_OUT,180602.25,C926879702,17145.0,0.0,C2119123648,518930.35,475595.42,0,0
8,TRANSFER,300371.42,C647273858,8082.0,0.0,C1000630508,0.0,115423.17,0,0
8,PAYMENT,7494.91,C261864001,0.0,0.0,M1310904926,0.0,0.0,0,0
8,PAYMENT,1533.25,C19670515,166.0,0.0,M64409817,0.0,0.0,0,0
8,PAYMENT,4401.66,C1372404560,1659.0,0.0,M153465621,0.0,0.0,0,0
8,CASH_OUT,121249.73,C1766202495,0.0,0.0,C143580560,159936.09,1475853.11,0,0
8,CASH_OUT,414355.28,C1545816470,32677.0,0.0,C9108707,14140.07,1144029.43,0,0
8,CASH_IN,187394.64,C1686961913,201119.0,388513.64,C802935635,1413060.96,0.0,0,0
8,CASH_OUT,149748.87,C1083528294,30958.0,0.0,C1139794020,0.0,225926.33,0,0
8,CASH_OUT,153288.75,C434703855,0.0,0.0,C1722902384,165301.48,681456.39,0,0
8,PAYMENT,2571.18,C1598068925,149281.47,146710.29,M1547226778,0.0,0.0,0,0
8,PAYMENT,22293.99,C912557855,146710.29,124416.3,M1739809353,0.0,0.0,0,0
8,PAYMENT,12904.17,C1022200690,109.0,0.0,M649846379,0.0,0.0,0,0
8,PAYMENT,6406.51,C880146908,247266.08,240859.58,M1218995249,0.0,0.0,0,0
8,CASH_OUT,286338.02,C407818317,240859.58,0.0,C1089177065,1190350.45,1076036.85,0,0
8,PAYMENT,6543.93,C1627262377,32884.0,26340.07,M2069799795,0.0,0.0,0,0
8,TRANSFER,142561.46,C1885129157,731.0,0.0,C558216562,10432.07,124763.83,0,0
8,TRANSFER,320012.35,C511615803,10027.0,0.0,C661442540,60222.0,250235.32,0,0
8,CASH_IN,113645.81,C243103256,56930.03,170575.84,C216890954,100713.16,0.0,0,0
8,PAYMENT,9248.08,C11934111,170575.84,161327.76,M380824237,0.0,0.0,0,0
8,PAYMENT,18483.07,C2101277755,161327.76,142844.69,M412520498,0.0,0.0,0,0
8,PAYMENT,6039.72,C677124190,31230.0,25190.28,M691697786,0.0,0.0,0,0
8,PAYMENT,14690.15,C598728266,4.0,0.0,M261414157,0.0,0.0,0,0
8,PAYMENT,11778.96,C1203944009,112951.0,101172.04,M1027728227,0.0,0.0,0,0
8,TRANSFER,285997.23,C1623275279,5098.0,0.0,C1866827563,6545.0,4057979.08,0,0
8,CASH_IN,107349.93,C1234494127,20865.0,128214.93,C678308721,208911.11,101561.18,0,0
8,PAYMENT,14750.57,C467015974,20988.0,6237.43,M700361668,0.0,0.0,0,0
8,CASH_OUT,125175.32,C1076791475,20467.0,0.0,C2013854563,39243.0,2506046.99,0,0
8,PAYMENT,937.4,C784440195,10384.0,9446.6,M99985492,0.0,0.0,0,0
8,CASH_OUT,80999.38,C1498006437,52508.0,0.0,C1087546948,10770.0,83341.56,0,0
8,PAYMENT,7818.84,C1830204207,28980.0,21161.16,M1328095373,0.0,0.0,0,0
8,CASH_OUT,181245.4,C1731630644,2779.0,0.0,C93166806,1672607.81,2226811.03,0,0
8,PAYMENT,1752.95,C1886729628,50712.0,48959.05,M673345398,0.0,0.0,0,0
8,PAYMENT,16693.07,C772345783,10200.0,0.0,M2111683444,0.0,0.0,0,0
8,PAYMENT,7804.95,C610121862,509387.66,501582.71,M524237476,0.0,0.0,0,0
8,CASH_OUT,97537.05,C2033056323,501582.71,404045.66,C251557282,98908.38,0.0,0,0
8,CASH_OUT,255999.48,C1773922313,404045.66,148046.18,C58333888,2338891.8,4173485.4,0,0
8,CASH_OUT,295275.71,C552330288,148046.18,0.0,C1254893565,1891467.91,2085959.07,0,0
8,CASH_OUT,89835.13,C1189548179,0.0,0.0,C51626955,670546.9,1129092.65,0,0
8,CASH_OUT,257616.11,C1343100398,0.0,0.0,C257999182,8453776.67,14960679.69,0,0
8,CASH_OUT,343220.0,C1724077126,0.0,0.0,C1446521801,8109787.68,11698172.69,0,0
8,CASH_OUT,247492.9,C427222730,0.0,0.0,C1991252420,533013.87,1241717.95,0,0
8,CASH_OUT,296926.44,C1743462143,0.0,0.0,C1834186423,431360.97,195248.73,0,0
8,CASH_OUT,277106.72,C1206572681,0.0,0.0,C459172227,2024866.32,2591462.11,0,0
8,PAYMENT,7864.43,C997706582,42265.03,34400.6,M353974852,0.0,0.0,0,0
8,CASH_OUT,99379.8,C708494078,34400.6,0.0,C420561530,749858.58,366505.7,0,0
8,PAYMENT,1207.27,C1005914030,11561.0,10353.73,M1046300413,0.0,0.0,0,0
8,PAYMENT,6250.93,C1649053800,40989.0,34738.07,M513512429,0.0,0.0,0,0
8,PAYMENT,17643.38,C222310375,34738.07,17094.69,M1509878300,0.0,0.0,0,0
8,TRANSFER,141995.86,C1870784667,34044.0,0.0,C1155337528,0.0,165417.94,0,0
8,PAYMENT,2600.6,C759634557,4571.0,1970.4,M561260325,0.0,0.0,0,0
8,PAYMENT,10585.19,C267687709,40124.0,29538.81,M1867608904,0.0,0.0,0,0
8,PAYMENT,20547.54,C2052065325,0.0,0.0,M2048738637,0.0,0.0,0,0
8,PAYMENT,9978.01,C1366980972,0.0,0.0,M903187256,0.0,0.0,0,0
8,CASH_OUT,337934.18,C1329528015,104899.0,0.0,C1423992712,10841341.17,13803333.72,0,0
8,PAYMENT,10263.55,C1603927880,682.0,0.0,M1571445966,0.0,0.0,0,0
8,CASH_OUT,151998.73,C1153400840,410772.0,258773.27,C1249000159,0.0,549159.08,0,0
8,PAYMENT,20202.06,C2086655188,29786.0,9583.94,M1823213480,0.0,0.0,0,0
8,CASH_OUT,174630.28,C1668250335,9583.94,0.0,C1121453612,525867.33,1975007.49,0,0
8,PAYMENT,15806.11,C1533544826,198.0,0.0,M1494458295,0.0,0.0,0,0
8,PAYMENT,5279.19,C1426997882,1894923.54,1889644.35,M1303339910,0.0,0.0,0,0
8,TRANSFER,2246018.57,C1444380816,1889644.35,0.0,C1023714065,2807699.7,8398562.84,0,0
8,CASH_IN,20801.93,C322716610,344340.0,365141.93,C1090263069,833136.61,1260609.49,0,0
8,TRANSFER,387849.35,C881253965,860.0,0.0,C599726537,650688.09,528200.34,0,0
8,PAYMENT,5734.66,C42153992,39659.0,33924.34,M1752841160,0.0,0.0,0,0
8,PAYMENT,2274.72,C422135638,33924.34,31649.62,M459245192,0.0,0.0,0,0
8,CASH_OUT,289839.13,C8896147,20572.0,0.0,C2020576466,23601.0,0.0,0,0
8,PAYMENT,7445.72,C966422832,72358.0,64912.28,M1792709282,0.0,0.0,0,0
8,CASH_OUT,114212.72,C223752887,104523.0,0.0,C740950652,45114.36,43471.31,0,0
8,PAYMENT,8735.65,C815298216,9064.0,328.35,M1516343930,0.0,0.0,0,0
8,CASH_IN,295037.78,C1687176214,15559.0,310596.78,C1608303998,56221.78,344355.09,0,0
8,PAYMENT,18826.18,C1483669945,51800.0,32973.82,M733024554,0.0,0.0,0,0
8,DEBIT,50.78,C2106963044,36666.0,36615.22,C466160470,102588.0,0.0,0,0
8,CASH_OUT,174957.6,C465829684,36615.22,0.0,C787040724,1254024.65,4039814.03,0,0
8,PAYMENT,7419.9,C998328124,11475.0,4055.1,M412756263,0.0,0.0,0,0
8,CASH_IN,155032.36,C1216125124,77558.0,232590.36,C895798008,165926.95,581346.67,0,0
8,PAYMENT,12447.86,C1287845024,157055.49,144607.63,M2110517923,0.0,0.0,0,0
8,CASH_IN,66328.73,C877739820,144607.63,210936.36,C515132998,1888523.4,4460317.7,0,0
8,CASH_IN,283692.09,C407321562,210936.36,494628.45,C1899073220,7289783.39,7366811.1,0,0
8,CASH_IN,193457.65,C1140571014,494628.45,688086.1,C638551812,330398.33,136940.68,0,0
8,CASH_IN,31322.02,C1636239280,688086.1,719408.12,C30079792,1942756.04,1536473.0,0,0
8,CASH_IN,248513.08,C1553136883,719408.12,967921.2,C1057152052,273540.97,25027.89,0,0
8,CASH_IN,342489.56,C2108331344,967921.2,1310410.77,C906718881,343845.17,137466.79,0,0
8,CASH_IN,160790.04,C1662203624,1310410.77,1471200.81,C656400047,402495.28,1597668.67,0,0
8,CASH_IN,145414.27,C988813245,1471200.81,1616615.08,C979719862,733705.56,491448.89,0,0
8,CASH_IN,132328.9,C1909330292,1616615.08,1748943.97,C1772085663,299439.69,188971.33,0,0
8,CASH_IN,257340.58,C1491540488,1748943.97,2006284.55,C1200612373,1148815.51,1986773.49,0,0
8,CASH_IN,116744.33,C574215050,2006284.55,2123028.88,C1888439681,1207947.31,3476255.29,0,0
8,CASH_IN,9429.67,C407795087,2123028.88,2132458.55,C1115240385,192242.72,1008238.91,0,0
8,CASH_IN,45479.77,C428511811,2132458.55,2177938.32,C517653428,131697.98,27030.0,0,0
8,CASH_IN,173911.77,C2036202528,2177938.32,2351850.09,C132058033,243088.35,0.0,0,0
8,CASH_IN,298225.91,C362071298,2351850.09,2650076.0,C1339765646,683207.54,165103.45,0,0
8,CASH_IN,134055.73,C2124232754,2650076.0,2784131.73,C1870367457,284052.56,149996.83,0,0
8,CASH_IN,593996.68,C868787496,2784131.73,3378128.41,C2029310301,1887217.5,1315451.65,0,0
8,CASH_IN,32776.29,C627237773,3378128.41,3410904.7,C1408337297,371278.54,175365.88,0,0
8,CASH_IN,4179.66,C384667382,3410904.7,3415084.36,C583568364,19851.0,0.0,0,0
8,CASH_IN,37440.24,C19298481,3415084.36,3452524.59,C204334828,70010.0,0.0,0,0
8,CASH_IN,1925.75,C2008116312,3452524.59,3454450.34,C796028148,45658.28,536073.63,0,0
8,CASH_IN,46672.4,C1174243240,3454450.34,3501122.74,C461640598,66116.33,11547845.68,0,0
8,CASH_IN,155731.73,C1058880479,3501122.74,3656854.47,C1121453612,700497.6,1975007.49,0,0
8,CASH_IN,115795.98,C223100797,3656854.47,3772650.46,C1231842708,1251136.5,751281.48,0,0
8,CASH_IN,226955.29,C1910718752,3772650.46,3999605.75,C1643855278,9892756.28,9680855.68,0,0
8,CASH_IN,73279.06,C1477068915,3999605.75,4072884.81,C1833904548,682925.45,698681.07,0,0
8,CASH_IN,166338.68,C245318510,4072884.81,4239223.49,C1247658278,773953.63,1133629.28,0,0
8,CASH_IN,186097.69,C1648632343,4239223.49,4425321.18,C476402209,359879.28,0.0,0,0
8,CASH_IN,135549.67,C163939646,4425321.18,4560870.85,C1750956965,697581.8,2884719.28,0,0
8,CASH_IN,73659.64,C59121061,4560870.85,4634530.5,C1943516848,102501.63,223275.54,0,0
8,CASH_IN,134385.1,C2012654216,4634530.5,4768915.59,C184253187,7364520.41,10206620.58,0,0
8,CASH_IN,85439.34,C887192315,4768915.59,4854354.93,C2128665553,256003.38,262835.22,0,0
8,CASH_IN,268331.41,C287896876,4854354.93,5122686.34,C2083562754,15612532.91,18123750.85,0,0
8,CASH_IN,28773.33,C577812889,5122686.34,5151459.67,C851316413,113128.57,127671.62,0,0
8,CASH_IN,88664.57,C1620108725,5151459.67,5240124.23,C58642425,224597.84,311573.72,0,0
8,CASH_IN,140959.61,C1595502078,5240124.23,5381083.85,C1805445027,530484.44,0.0,0,0
